emp_no,first_name,last_name,title,from_date,to_date,dept_name
229981,Jamaludin,Fordan,Senior Engineer,2001-02-05,9999-01-01,Production
230287,Renny,Alameldin,Assistant Engineer,1997-09-28,9999-01-01,Production
230002,Tadahiro,Backhouse,Senior Engineer,1999-10-02,9999-01-01,Development
230354,Yinghua,Lorho,Senior Staff,2000-08-08,9999-01-01,Human Resources
230579,Shahar,Negoita,Senior Staff,2000-03-18,9999-01-01,Finance
230498,Kolar,Puppo,Senior Engineer,1998-04-25,9999-01-01,Production
230865,Takushi,Brattka,Staff,1999-03-09,9999-01-01,Marketing
230689,Dietrich,Crabtree,Senior Staff,1986-05-24,9999-01-01,Sales
230865,Takushi,Brattka,Staff,1999-03-09,9999-01-01,Sales
231459,Nectarios,Pramanik,Assistant Engineer,1999-11-18,9999-01-01,Production
231069,Trygve,Siksek,Staff,1995-11-09,9999-01-01,Sales
231671,Chandrasekaran,Pearson,Staff,1995-04-14,9999-01-01,Customer Service
231798,Goetz,Alvarado,Senior Engineer,1997-12-25,9999-01-01,Development
232178,Etsuo,Anandan,Senior Staff,1996-12-13,9999-01-01,Human Resources
232209,Nitsan,Rouquie,Senior Engineer,1995-08-02,9999-01-01,Quality Management
232697,Barry,Ramsak,Senior Engineer,1999-09-07,9999-01-01,Production
232723,Tesuya,Bugrara,Engineer,2002-02-13,9999-01-01,Quality Management
233394,Khalid,Lenart,Engineer,1995-12-24,9999-01-01,Development
233114,Alselm,Gargeya,Senior Engineer,1987-12-25,9999-01-01,Development
233397,Fay,Sundgren,Senior Staff,1998-07-07,9999-01-01,Sales
233426,Etsuo,Usery,Senior Engineer,2000-03-01,9999-01-01,Development
233690,Cedric,Riefers,Engineer,1994-09-08,9999-01-01,Development
233759,Zissis,Lodder,Engineer,1999-09-25,9999-01-01,Production
233759,Zissis,Lodder,Engineer,1999-09-25,9999-01-01,Customer Service
233765,Kotesh,Chachaty,Senior Engineer,1997-03-24,9999-01-01,Development
233785,Baziley,Ballarin,Senior Staff,1995-07-28,9999-01-01,Sales
233818,Kellie,Heydon,Senior Engineer,1991-11-11,9999-01-01,Development
235017,Irena,Dratva,Senior Staff,1999-09-07,9999-01-01,Sales
234195,Luerbio,Terkki,Senior Staff,1998-05-14,9999-01-01,Sales
234739,Foong,Aamodt,Senior Engineer,1986-06-28,9999-01-01,Production
235325,Gro,Prochazka,Senior Engineer,1998-10-16,9999-01-01,Development
235096,Sverrir,Gyimothy,Senior Staff,1992-03-20,9999-01-01,Sales
235096,Sverrir,Gyimothy,Senior Staff,1992-03-20,9999-01-01,Customer Service
235729,Henk,Anger,Senior Staff,2002-01-19,9999-01-01,Marketing
235368,Anneli,Joslin,Senior Engineer,1987-04-12,9999-01-01,Production
235458,Gio,Heuser,Senior Staff,1999-06-29,9999-01-01,Research
235793,Jayesh,Spinelli,Senior Engineer,1992-07-18,9999-01-01,Production
235793,Jayesh,Spinelli,Senior Engineer,1992-07-18,9999-01-01,Quality Management
235780,Sampalli,Bergere,Senior Engineer,1994-04-08,9999-01-01,Production
236315,IEEE,Raczkowsky,Technique Leader,1996-07-24,9999-01-01,Development
236827,Almudena,Rijckaert,Senior Engineer,1999-02-16,9999-01-01,Development
236566,Yechezkel,Maginnis,Senior Staff,2000-12-11,9999-01-01,Customer Service
236591,Insup,Reinhard,Senior Staff,1993-04-08,9999-01-01,Marketing
236883,Huan,Olivero,Staff,1999-11-19,9999-01-01,Sales
238252,Uno,Suppi,Staff,1996-12-27,9999-01-01,Sales
236964,Adel,Foote,Staff,1998-08-19,9999-01-01,Sales
236964,Adel,Foote,Staff,1998-08-19,9999-01-01,Customer Service
238112,Miomir,Frezza,Technique Leader,1991-05-25,9999-01-01,Production
238949,Minghong,Cronin,Senior Staff,1987-10-04,9999-01-01,Sales
238422,Vishv,Angelov,Senior Staff,1996-03-08,9999-01-01,Sales
239244,Abdulla,Kitai,Senior Staff,1996-02-20,9999-01-01,Sales
239067,Tadahiko,Pocchiola,Staff,1996-04-02,9999-01-01,Sales
239415,Susumu,Brender,Senior Engineer,2001-04-17,9999-01-01,Production
239426,Vesna,Fairtlough,Engineer,1994-08-09,9999-01-01,Development
239426,Vesna,Fairtlough,Engineer,1994-08-09,9999-01-01,Research
239664,Sugwoo,Michaels,Senior Engineer,1999-08-03,9999-01-01,Production
239706,Arunas,Bugrara,Assistant Engineer,1997-04-03,9999-01-01,Production
239748,Bilhanan,Dusink,Senior Staff,1996-06-04,9999-01-01,Sales
240236,True,Tischendorf,Senior Engineer,1992-01-19,9999-01-01,Production
239803,Oscal,Ernst,Senior Staff,1997-05-19,9999-01-01,Research
240132,Mizuhito,Kobara,Senior Staff,2001-08-09,9999-01-01,Customer Service
240285,Kolar,Greenaway,Staff,1998-11-14,9999-01-01,Customer Service
240340,Mack,Staylopatis,Senior Engineer,1991-04-02,9999-01-01,Production
240870,Francesca,Chorvat,Senior Staff,1993-03-03,9999-01-01,Production
240438,Temple,Cyre,Senior Staff,1999-10-01,9999-01-01,Customer Service
240870,Francesca,Chorvat,Senior Staff,1993-03-03,9999-01-01,Research
241100,Cedric,Molenaar,Senior Engineer,1999-10-06,9999-01-01,Development
241667,Atilio,Olivero,Senior Engineer,1992-09-04,9999-01-01,Production
241254,Jagoda,Anguita,Senior Engineer,1993-05-11,9999-01-01,Development
241292,Uri,Lampe,Senior Staff,1994-10-17,9999-01-01,Marketing
241292,Uri,Lampe,Senior Staff,1994-10-17,9999-01-01,Customer Service
241728,Limsoon,Boudaillier,Senior Engineer,1995-08-12,9999-01-01,Production
241567,Emran,Miara,Senior Engineer,1995-05-02,9999-01-01,Development
241728,Limsoon,Boudaillier,Senior Engineer,1995-08-12,9999-01-01,Customer Service
242019,Herb,Murrill,Senior Engineer,1999-09-27,9999-01-01,Production
241872,Bluma,Fetvedt,Senior Staff,1997-02-02,9999-01-01,Development
241872,Bluma,Fetvedt,Senior Staff,1997-02-02,9999-01-01,Customer Service
242019,Herb,Murrill,Senior Engineer,1999-09-27,9999-01-01,Development
242500,Bingning,Iisaku,Senior Staff,1997-06-26,9999-01-01,Sales
242081,Tomokazu,Pargas,Engineer,2001-11-15,9999-01-01,Production
242104,Richara,Sudkamp,Senior Staff,1994-09-05,9999-01-01,Marketing
242800,Kazuyasu,Levergood,Engineer,1996-02-10,9999-01-01,Development
243077,Kazunori,Perz,Senior Engineer,1999-02-25,9999-01-01,Production
243576,Abdulah,Lodder,Senior Staff,2001-11-10,9999-01-01,Sales
243018,Bowen,Deverell,Senior Staff,1998-12-27,9999-01-01,Marketing
244308,Mokhtar,Rebaine,Senior Staff,2000-07-22,9999-01-01,Marketing
243637,Marjo,Delgrange,Senior Staff,1996-06-23,9999-01-01,Marketing
243898,Arch,Basawa,Staff,1998-05-10,9999-01-01,Marketing
244820,Shigenori,Hertweck,Senior Engineer,1994-04-13,9999-01-01,Development
244605,Masoud,Suwa,Senior Staff,1997-11-25,9999-01-01,Finance
244605,Masoud,Suwa,Senior Staff,1997-11-25,9999-01-01,Human Resources
244624,Boaz,Seuren,Senior Staff,1994-03-27,9999-01-01,Research
244873,Arunachalam,Oppitz,Senior Staff,1994-05-20,9999-01-01,Sales
245164,Filipp,Winter,Senior Engineer,2001-10-24,9999-01-01,Production
244711,Rosli,Butner,Engineer,1997-03-19,9999-01-01,Production
244714,Poorav,Clouatre,Senior Engineer,1996-05-06,9999-01-01,Production
245664,Manohar,Kilgore,Staff,1998-11-17,9999-01-01,Sales
245396,Gift,Bottner,Senior Staff,2002-03-04,9999-01-01,Human Resources
246146,Zhongwei,Melski,Senior Engineer,1993-09-03,9999-01-01,Quality Management
246364,Alper,Tiemann,Engineer,1998-10-29,9999-01-01,Development
246244,George,Casperson,Staff,2000-01-20,9999-01-01,Human Resources
246902,Shih,Shanbhogue,Staff,1998-04-19,9999-01-01,Human Resources
246764,Shuzo,Czaja,Staff,1997-11-29,9999-01-01,Sales
247089,Seongbae,Schahn,Senior Staff,1997-12-10,9999-01-01,Sales
246798,Tianruo,Strooper,Senior Staff,1999-10-28,9999-01-01,Marketing
246798,Tianruo,Strooper,Senior Staff,1999-10-28,9999-01-01,Sales
247122,Xiaobin,Narlikar,Senior Staff,1999-02-14,9999-01-01,Human Resources
247447,Tzu,Bakhtari,Senior Engineer,1999-03-18,9999-01-01,Production
247456,Masako,Bahk,Engineer,1997-07-31,9999-01-01,Production
247875,Xiong,Anick,Senior Staff,1991-04-23,9999-01-01,Marketing
247612,Chiranjit,Constantine,Engineer,1997-05-25,9999-01-01,Development
247888,Abdelghani,Lagarias,Senior Engineer,1992-09-06,9999-01-01,Quality Management
248351,Jaana,Milicia,Senior Staff,1985-06-02,9999-01-01,Marketing
248758,Snehasis,Muhlberg,Senior Staff,1999-07-16,9999-01-01,Sales
248256,Sajjan,Falby,Staff,1996-08-29,9999-01-01,Sales
248758,Snehasis,Muhlberg,Senior Staff,1999-07-16,9999-01-01,Customer Service
249325,Ute,Pokrovskii,Staff,1997-06-09,9999-01-01,Sales
248953,Percy,Sudbeck,Assistant Engineer,1996-08-29,9999-01-01,Production
249239,Hideyuki,Decleir,Senior Engineer,1994-05-04,9999-01-01,Development
249780,Nechama,Gaughan,Senior Engineer,1996-01-16,9999-01-01,Production
249433,Ayonca,Matzov,Senior Engineer,1997-06-03,9999-01-01,Production
249504,Dmitry,Velardi,Senior Engineer,2000-02-29,9999-01-01,Development
249504,Dmitry,Velardi,Senior Engineer,2000-02-29,9999-01-01,Research
249780,Nechama,Gaughan,Senior Engineer,1996-01-16,9999-01-01,Customer Service
249799,Jolita,Neimat,Senior Engineer,1999-12-27,9999-01-01,Development
250452,Alexius,Plavsic,Senior Engineer,2000-01-17,9999-01-01,Development
249866,Steen,Gubsky,Senior Staff,1998-01-14,9999-01-01,Sales
249969,Georgi,Luiz,Senior Engineer,1999-06-10,9999-01-01,Production
250748,Kish,Turnbull,Senior Engineer,1994-02-10,9999-01-01,Development
250411,Ranga,Sommen,Senior Staff,1996-01-21,9999-01-01,Sales
251301,Pintsang,Impagliazzo,Senior Staff,1989-05-06,9999-01-01,Sales
251166,Hinrich,Hooghiemstra,Senior Staff,1993-10-05,9999-01-01,Finance
251341,Divier,Kumaresan,Senior Staff,1998-12-05,9999-01-01,Human Resources
251233,Yucel,Bernini,Senior Engineer,1998-02-19,9999-01-01,Production
251403,Utpal,DuBourdieux,Technique Leader,1997-11-19,9999-01-01,Development
251437,Shichao,Iwayama,Engineer,1996-10-17,9999-01-01,Development
251645,Bezalel,Tsunoo,Senior Staff,2001-06-17,9999-01-01,Sales
251680,Moty,Sommen,Senior Engineer,1990-08-14,9999-01-01,Development
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,9999-01-01,Production
252316,Gill,Niizuma,Senior Engineer,1999-10-08,9999-01-01,Development
252185,Chaosheng,Conta,Engineer,2002-04-14,9999-01-01,Quality Management
252392,Sanjeeva,Peron,Senior Engineer,1999-12-26,9999-01-01,Production
253029,Thodoros,Thimonier,Engineer,1995-04-05,9999-01-01,Quality Management
253838,Stafford,Terlouw,Assistant Engineer,1999-02-21,9999-01-01,Production
253707,Insup,Hainaut,Staff,1998-02-11,9999-01-01,Sales
253893,Huiqun,Trystram,Senior Engineer,1993-05-10,9999-01-01,Production
254399,Armond,Lores,Technique Leader,1999-09-16,9999-01-01,Production
254044,Gunilla,Brendel,Senior Engineer,2000-04-10,9999-01-01,Quality Management
255657,Oldrich,Cyre,Senior Engineer,1994-02-10,9999-01-01,Development
254821,Tonny,Couchot,Staff,1994-12-12,9999-01-01,Sales
255466,Huan,Roccetti,Senior Engineer,1985-07-03,9999-01-01,Production
256216,Halsur,Brodal,Engineer,1997-11-22,9999-01-01,Production
255779,Heejo,Merle,Technique Leader,1997-09-04,9999-01-01,Production
257062,Stabislas,Pardalos,Senior Engineer,1997-06-21,9999-01-01,Development
257469,Anyuan,Hanratty,Senior Staff,1996-01-06,9999-01-01,Finance
256856,Hongzue,Barbanera,Senior Staff,1995-06-17,9999-01-01,Human Resources
256881,Ioana,Jakobus,Senior Engineer,1999-08-10,9999-01-01,Development
256888,Heather,Pehl,Staff,1993-09-15,9999-01-01,Marketing
257484,Shaowei,Nicolson,Senior Staff,1995-12-07,9999-01-01,Human Resources
258124,Mariusz,Zolotykh,Senior Staff,1990-07-28,9999-01-01,Sales
257378,Pascal,Bernatsky,Senior Staff,1995-09-04,9999-01-01,Marketing
258028,Mountaz,Reinhart,Engineer,2000-01-21,9999-01-01,Development
258470,Weiwu,Butner,Staff,1995-02-14,9999-01-01,Sales
258028,Mountaz,Reinhart,Engineer,2000-01-21,9999-01-01,Research
259237,Palash,Gammage,Senior Staff,1994-10-23,9999-01-01,Customer Service
258643,Przemyslawa,Esposito,Senior Engineer,2001-02-26,9999-01-01,Development
259042,Xiaoqiang,Farrow,Staff,1997-01-01,9999-01-01,Sales
259273,Xiahua,Gomatam,Senior Engineer,1989-12-01,9999-01-01,Production
259611,Shuichi,Marrakchi,Senior Staff,1990-08-21,9999-01-01,Sales
259619,Conal,Magliocco,Senior Staff,1992-05-09,9999-01-01,Finance
260249,Vugranam,Beausoleil,Staff,1998-05-14,9999-01-01,Customer Service
259718,Stepehn,Bouloucos,Senior Staff,1997-09-16,9999-01-01,Development
259718,Stepehn,Bouloucos,Senior Staff,1997-09-16,9999-01-01,Research
260361,Reinhold,Rahier,Engineer,1995-06-06,9999-01-01,Production
260153,Mingdong,Baar,Technique Leader,1991-10-14,9999-01-01,Development
260361,Reinhold,Rahier,Engineer,1995-06-06,9999-01-01,Development
261184,Masako,Kornatzky,Senior Engineer,1987-08-29,9999-01-01,Production
260399,Hatem,Birsak,Senior Staff,1995-04-10,9999-01-01,Finance
260408,Sasan,Brookner,Senior Staff,2001-09-03,9999-01-01,Customer Service
260501,Dzung,Pargas,Technique Leader,1990-05-17,9999-01-01,Development
261631,Jianhua,Huttel,Engineer,1998-02-23,9999-01-01,Development
261662,Berni,Assaf,Senior Staff,1989-09-08,9999-01-01,Finance
262208,Mrinalini,Holburn,Senior Staff,1987-04-20,9999-01-01,Finance
261737,Mark,Lindqvist,Senior Engineer,1997-11-22,9999-01-01,Production
261986,Gila,Ramsak,Senior Engineer,1997-05-13,9999-01-01,Development
261990,Volkmar,Czaja,Senior Staff,1998-04-01,9999-01-01,Sales
262210,Chinho,Bottner,Senior Engineer,1999-07-30,9999-01-01,Development
262208,Mrinalini,Holburn,Senior Staff,1987-04-20,9999-01-01,Sales
262328,Mayuko,Vural,Staff,1997-12-24,9999-01-01,Sales
262439,Lorien,Lagarias,Senior Staff,1994-10-10,9999-01-01,Marketing
262928,Piyush,Gill,Senior Engineer,1998-08-31,9999-01-01,Production
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,9999-01-01,Production
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,9999-01-01,Development
262928,Piyush,Gill,Senior Engineer,1998-08-31,9999-01-01,Quality Management
263012,Hideo,Buchter,Staff,1999-05-01,9999-01-01,Human Resources
262752,Pramod,Bierman,Engineer,1997-12-12,9999-01-01,Development
263645,Mingsen,Lally,Senior Engineer,1990-12-04,9999-01-01,Development
263186,Danny,Lowrie,Technique Leader,1995-09-13,9999-01-01,Development
263370,Shakhar,Ranze,Staff,1999-05-29,9999-01-01,Sales
263439,Atreye,Kabayashi,Senior Engineer,1986-12-15,9999-01-01,Development
263649,Mechthild,Zongker,Senior Staff,1993-07-26,9999-01-01,Sales
263926,Fusako,Schwartzbauer,Senior Staff,1993-04-07,9999-01-01,Sales
264030,Zdislav,Solares,Engineer,1998-12-14,9999-01-01,Production
264167,Baoqiu,Tomescu,Senior Engineer,1996-05-01,9999-01-01,Development
264939,Bogdan,Bahi,Senior Engineer,1992-02-10,9999-01-01,Production
264322,Leandro,Swist,Senior Staff,1997-01-05,9999-01-01,Sales
264626,Noritoshi,Bakhtari,Senior Staff,1998-02-03,9999-01-01,Marketing
264939,Bogdan,Bahi,Senior Engineer,1992-02-10,9999-01-01,Development
265039,Navid,Staudhammer,Senior Staff,2000-10-18,9999-01-01,Finance
265794,Miquel,Halloran,Senior Staff,2002-01-14,9999-01-01,Sales
265521,Kensei,Salverda,Senior Engineer,2001-05-25,9999-01-01,Production
265558,Susuma,Kleiser,Senior Staff,1994-08-02,9999-01-01,Sales
265875,Fan,Marsiglia,Senior Engineer,1997-09-03,9999-01-01,Production
266206,Zsolt,Anily,Senior Staff,1991-08-19,9999-01-01,Marketing
266249,Sumant,Nishimukai,Senior Staff,1991-03-28,9999-01-01,Sales
266310,Zvonko,Serdy,Senior Staff,1992-06-23,9999-01-01,Research
266644,Anwar,Gubsky,Senior Staff,1999-08-09,9999-01-01,Finance
267059,Moie,Tempesti,Senior Staff,2000-06-28,9999-01-01,Customer Service
266862,Mart,Plumb,Senior Staff,1986-04-21,9999-01-01,Research
266881,Mokhtar,Sabnani,Senior Staff,1997-08-28,9999-01-01,Marketing
266881,Mokhtar,Sabnani,Senior Staff,1997-08-28,9999-01-01,Human Resources
268191,LiMin,Teitelbaum,Senior Engineer,1995-11-01,9999-01-01,Production
267227,Susuma,Tagansky,Senior Engineer,2001-01-21,9999-01-01,Production
267304,Jordanka,Axelband,Senior Staff,1994-06-27,9999-01-01,Sales
267667,Irena,Kaiserswerth,Senior Staff,1994-09-05,9999-01-01,Sales
268043,Narain,Mikschl,Engineer,1997-11-02,9999-01-01,Development
270084,Ulises,Frolund,Senior Staff,1993-07-26,9999-01-01,Marketing
269728,Naftali,Kragelund,Senior Staff,1993-05-15,9999-01-01,Marketing
270716,Shunichi,Baer,Staff,1998-02-04,9999-01-01,Sales
271106,Taisook,Kampfer,Engineer,1997-11-30,9999-01-01,Production
270794,Dannz,Zhang,Senior Staff,1991-06-26,9999-01-01,Marketing
272285,Gully,Mitchem,Senior Staff,1995-01-22,9999-01-01,Customer Service
271219,Odoardo,Tyugu,Engineer,1994-11-07,9999-01-01,Production
272141,Tsutomu,Neiman,Senior Staff,1993-05-05,9999-01-01,Development
272141,Tsutomu,Neiman,Senior Staff,1993-05-05,9999-01-01,Customer Service
272452,Mitsuyuki,Isard,Engineer,1996-08-17,9999-01-01,Development
272452,Mitsuyuki,Isard,Engineer,1996-08-17,9999-01-01,Research
272316,Surveyors,Muhling,Engineer,1999-07-19,9999-01-01,Production
272860,Minghong,Candan,Assistant Engineer,1994-02-10,9999-01-01,Production
272599,Holgard,Hegner,Senior Staff,1998-07-15,9999-01-01,Marketing
273159,Divine,Hofmeyr,Technique Leader,1989-04-14,9999-01-01,Development
273286,Brigham,Asmuth,Senior Engineer,1996-01-24,9999-01-01,Development
273806,Hongzhu,Beetstra,Senior Staff,2000-01-24,9999-01-01,Marketing
273396,Wayne,Baba,Engineer,1998-03-07,9999-01-01,Development
274071,Mingsen,Weiland,Staff,1995-10-12,9999-01-01,Human Resources
273806,Hongzhu,Beetstra,Senior Staff,2000-01-24,9999-01-01,Customer Service
273858,Gunilla,Matzen,Senior Staff,1995-12-28,9999-01-01,Sales
274369,Ranga,Waymire,Senior Staff,1997-01-27,9999-01-01,Research
274271,Prodip,Ritcey,Senior Staff,1993-09-10,9999-01-01,Sales
275158,Satyanarayana,Brandsma,Engineer,1999-12-08,9999-01-01,Development
274813,Yefim,Pettey,Senior Staff,2000-08-07,9999-01-01,Sales
275263,Vojin,Laventhal,Senior Engineer,1999-10-18,9999-01-01,Development
275444,Limsoon,Leppanen,Senior Engineer,2000-01-22,9999-01-01,Development
275495,Shen,Yamaashi,Staff,1995-02-19,9999-01-01,Sales
275881,Jiann,Munro,Senior Engineer,1988-05-18,9999-01-01,Production
275994,Uma,Prampolini,Senior Engineer,1998-02-21,9999-01-01,Production
275801,Ayakannu,Heinisuo,Senior Staff,1986-06-28,9999-01-01,Sales
276027,Holgard,Stavenow,Senior Staff,1995-02-28,9999-01-01,Research
276563,Gift,Solares,Senior Staff,1995-08-01,9999-01-01,Customer Service
276184,Mari,Swick,Senior Staff,1991-04-08,9999-01-01,Sales
276186,Sajjad,Vecchi,Senior Staff,1998-06-02,9999-01-01,Human Resources
276189,Isaac,Klerer,Senior Staff,2000-03-18,9999-01-01,Human Resources
277420,Rayond,Schach,Senior Engineer,2001-04-21,9999-01-01,Production
276445,Atilio,Randi,Senior Engineer,1994-07-02,9999-01-01,Production
276472,Hideyuki,Flanders,Senior Engineer,1994-11-10,9999-01-01,Development
276868,Alois,Sanella,Staff,1998-03-13,9999-01-01,Marketing
277316,Vitali,Rothenberg,Senior Staff,1998-10-04,9999-01-01,Sales
277777,Herbert,Itzigehl,Senior Engineer,1990-07-04,9999-01-01,Development
277362,Uzi,Kugler,Senior Staff,1991-01-12,9999-01-01,Customer Service
277829,Michaela,Fandrianto,Senior Engineer,1986-06-02,9999-01-01,Development
278239,Boaz,Bottner,Staff,1994-02-06,9999-01-01,Research
278452,Sudhanshu,Toyoshima,Senior Staff,1993-08-28,9999-01-01,Human Resources
278386,Caolyn,Poujol,Technique Leader,1995-12-03,9999-01-01,Quality Management
278536,Munenori,Shobatake,Senior Staff,1999-01-10,9999-01-01,Marketing
278549,Jaana,Werthner,Senior Staff,1997-07-27,9999-01-01,Sales
279115,Maren,DuCasse,Engineer,1997-11-29,9999-01-01,Development
278953,Jeanna,Ghandeharizadeh,Senior Engineer,1990-08-11,9999-01-01,Development
279280,Niranjan,Debuse,Senior Engineer,2001-09-21,9999-01-01,Production
280070,Niteen,Ebeling,Senior Staff,1993-03-29,9999-01-01,Human Resources
279791,Chiranjit,Lyonns,Engineer,1995-12-24,9999-01-01,Development
280420,Jahangir,Hofting,Senior Staff,1993-09-28,9999-01-01,Sales
280291,Lenore,Badache,Staff,1998-11-24,9999-01-01,Customer Service
280525,Kish,Herbst,Staff,1996-08-18,9999-01-01,Sales
281570,Zijian,Covnot,Assistant Engineer,1994-09-13,9999-01-01,Development
280648,Heeju,Lorys,Senior Engineer,1992-12-26,9999-01-01,Production
281848,Parke,Staylopatis,Senior Engineer,1999-07-31,9999-01-01,Development
281692,Khosrow,Sommen,Senior Engineer,1990-03-03,9999-01-01,Quality Management
281859,Masanao,Papastamatiou,Senior Engineer,1993-11-25,9999-01-01,Production
282191,Alper,Shinomoto,Engineer,1997-10-20,9999-01-01,Development
282547,Nahum,Codenie,Engineer,1999-06-14,9999-01-01,Development
282333,Nahla,Serdy,Senior Staff,2000-09-09,9999-01-01,Research
282343,Xinglin,Haldar,Senior Staff,1993-07-20,9999-01-01,Sales
282585,Zijian,Lammel,Staff,1996-07-01,9999-01-01,Customer Service
282894,Fay,Bellmore,Senior Engineer,1998-05-03,9999-01-01,Development
284300,Ishfaq,Mahmud,Senior Staff,1996-11-28,9999-01-01,Marketing
284561,Duri,Beznosov,Senior Engineer,1988-02-15,9999-01-01,Quality Management
284431,Pintsang,Fujisawa,Senior Staff,2002-04-16,9999-01-01,Sales
284856,Moto,Kobara,Senior Engineer,1998-12-12,9999-01-01,Quality Management
284687,Oksana,Redmiles,Senior Engineer,1992-06-22,9999-01-01,Development
284691,Theron,Ressouche,Senior Engineer,1994-08-17,9999-01-01,Development
284954,Anneke,Hammerschmidt,Engineer,1996-01-30,9999-01-01,Quality Management
284711,Martijn,Azevdeo,Senior Engineer,1988-02-10,9999-01-01,Development
284717,Gal,Ranta,Senior Engineer,1997-11-07,9999-01-01,Development
286026,Utpal,Zaumen,Senior Staff,1997-02-24,9999-01-01,Sales
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,9999-01-01,Sales
285396,Lena,Kohling,Senior Engineer,1991-10-04,9999-01-01,Development
285905,Kellyn,Bage,Senior Staff,1994-11-04,9999-01-01,Research
285906,Arnould,Buescher,Engineer,1998-03-26,9999-01-01,Development
286029,Jaques,Nanard,Staff,1996-07-16,9999-01-01,Customer Service
286573,Nahum,Nishimukai,Senior Engineer,1997-02-01,9999-01-01,Production
286370,Toshimitsu,Seuren,Senior Staff,2000-01-19,9999-01-01,Human Resources
286573,Nahum,Nishimukai,Senior Engineer,1997-02-01,9999-01-01,Development
286779,Sigeru,Versino,Engineer,1998-08-31,9999-01-01,Production
286452,Behnaam,Bierbaum,Engineer,1999-01-31,9999-01-01,Development
287323,Steve,Dengi,Staff,1999-09-15,9999-01-01,Sales
286986,Woody,Trelles,Senior Engineer,1996-05-23,9999-01-01,Development
287327,Youjian,Felder,Senior Staff,2000-07-15,9999-01-01,Human Resources
287334,Elliott,Speer,Engineer,1998-08-08,9999-01-01,Production
287583,Jovan,Hockney,Senior Engineer,1997-06-21,9999-01-01,Production
287482,Shigeaki,Gihr,Senior Engineer,2002-03-18,9999-01-01,Quality Management
287609,Sailaja,Negoita,Senior Engineer,2000-01-19,9999-01-01,Development
287808,Vidar,Ozeki,Technique Leader,1996-06-17,9999-01-01,Development
287713,Aamod,Ranka,Senior Staff,1992-12-07,9999-01-01,Finance
288142,Shay,Heystek,Senior Staff,1995-04-01,9999-01-01,Sales
287983,Randi,Munos,Senior Staff,1990-09-07,9999-01-01,Marketing
287984,Troy,Kobuchi,Senior Engineer,1999-02-12,9999-01-01,Development
288028,Kauko,Narwekar,Senior Engineer,1994-12-16,9999-01-01,Development
288166,Masoud,Asmuth,Staff,1994-09-05,9999-01-01,Human Resources
288665,Horward,Khasidashvili,Senior Engineer,1998-11-19,9999-01-01,Development
288560,Yifei,Birjandi,Senior Staff,1999-02-07,9999-01-01,Marketing
288893,Bedrich,Rosenbaum,Senior Engineer,1998-01-27,9999-01-01,Development
288563,Cristinel,Gerlach,Senior Engineer,2001-01-08,9999-01-01,Production
288606,Susumu,Swiss,Senior Staff,1996-11-14,9999-01-01,Sales
289454,Bowen,Narwekar,Senior Engineer,1985-03-08,9999-01-01,Development
289687,Fai,Maccarone,Senior Staff,1993-10-30,9999-01-01,Research
289909,Hilari,Vecchio,Senior Staff,1998-04-24,9999-01-01,Sales
289807,Soenke,Lemarechal,Senior Staff,2000-09-03,9999-01-01,Customer Service
290009,Zijian,Rindone,Senior Staff,1997-07-09,9999-01-01,Human Resources
290075,Boalin,Byoun,Senior Staff,1996-09-30,9999-01-01,Human Resources
290284,Kwangjo,Menhardt,Engineer,1996-01-11,9999-01-01,Development
290478,Tsvetan,Sherertz,Engineer,1998-08-07,9999-01-01,Quality Management
290441,Gregory,Collavizza,Senior Staff,1993-09-08,9999-01-01,Sales
290467,Shaowen,Poulakidas,Senior Staff,1992-04-14,9999-01-01,Research
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,9999-01-01,Production
291612,Siamak,Gomatam,Engineer,1998-07-08,9999-01-01,Development
290769,Lalit,Blokdijk,Senior Engineer,1999-02-01,9999-01-01,Development
291352,Danai,Trelles,Technique Leader,1992-04-17,9999-01-01,Development
291352,Danai,Trelles,Technique Leader,1992-04-17,9999-01-01,Research
291669,Faiza,Bach,Engineer,1999-09-13,9999-01-01,Development
292110,Menkae,Showalter,Senior Engineer,2001-08-09,9999-01-01,Development
292146,Khatoun,Pulkowski,Engineer,1998-01-11,9999-01-01,Development
292210,Masaru,Huhdanpaa,Senior Engineer,2001-11-23,9999-01-01,Development
292146,Khatoun,Pulkowski,Engineer,1998-01-11,9999-01-01,Quality Management
292504,Georgi,Bednarek,Senior Engineer,2002-03-02,9999-01-01,Quality Management
292515,Bernd,Thummel,Engineer,1998-08-03,9999-01-01,Development
293280,Moti,Steenbeek,Senior Engineer,1993-01-21,9999-01-01,Development
292404,Hongzue,Zultner,Senior Staff,1990-02-22,9999-01-01,Research
292828,Ziya,Tokunaga,Senior Engineer,1995-01-08,9999-01-01,Production
293080,Hideyuki,Slaats,Senior Staff,1987-05-30,9999-01-01,Human Resources
293154,Syozo,Maliniak,Senior Staff,1992-11-09,9999-01-01,Marketing
293154,Syozo,Maliniak,Senior Staff,1992-11-09,9999-01-01,Sales
